product_id,product_name,category,sub_category,total_transactions,quantity_sold,total_revenue,total_profit,average_discount,profit_margin
FUR-BO-10001867,"Dania Corner Shelving, Mobile",Furniture,Bookcases,7,21,1528.00,254.86,0.00,16.68
FUR-BO-10001872,"Bush Stackable Bookrack, Pine",Furniture,Bookcases,1,6,449.00,-30.02,0.00,-6.69
FUR-BO-10001873,"Ikea Floating Shelf Set, Mobile",Furniture,Bookcases,2,6,674.00,-311.17,0.50,-46.17
FUR-BO-10001874,"Sauder Corner Shelving, Pine",Furniture,Bookcases,8,29,4042.00,507.61,0.00,12.56
FUR-BO-10001875,"Bush Library with Doors, Mobile",Furniture,Bookcases,2,5,1834.00,788.70,0.00,43.00
FUR-BO-10001876,"Safco Corner Shelving, Pine",Furniture,Bookcases,1,6,814.00,217.13,0.00,26.67
FUR-BO-10001888,"Dania Floating Shelf Set, Pine",Furniture,Bookcases,3,5,768.00,204.75,0.00,26.66
FUR-BO-10001892,"Sauder Library with Doors, Pine",Furniture,Bookcases,4,11,3578.00,-357.95,0.00,-10.00
FUR-BO-10001918,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Furniture,Bookcases,3,10,1015.00,-418.55,0.00,-41.24
FUR-BO-10001934,"Bush Library with Doors, Metal",Furniture,Bookcases,14,52,17093.00,-309.34,0.00,-1.81
FUR-BO-10001943,"Safco Library with Doors, Traditional",Furniture,Bookcases,3,12,4210.00,-327.71,0.00,-7.78
FUR-BO-10001946,"Sauder 3-Shelf Cabinet, Metal",Furniture,Bookcases,8,31,3014.00,-386.79,0.00,-12.83
FUR-BO-10001966,"Ikea Corner Shelving, Metal",Furniture,Bookcases,3,9,686.00,9.67,0.00,1.41
FUR-BO-10001967,"Safco Corner Shelving, Mobile",Furniture,Bookcases,3,10,1337.00,-15.27,0.00,-1.14
FUR-BO-10001969,"Sauder 3-Shelf Cabinet, Pine",Furniture,Bookcases,4,19,1546.00,-561.22,0.00,-36.30
FUR-BO-10001972,"O'Sullivan 4-Shelf Bookcase in Odessa Pine",Furniture,Bookcases,7,37,2740.00,-975.12,0.43,-35.59
FUR-BO-10002000,"Ikea Classic Bookcase, Metal",Furniture,Bookcases,5,18,7043.00,752.49,0.00,10.68
FUR-BO-10002003,"Sauder Classic Bookcase, Metal",Furniture,Bookcases,5,26,7838.00,-1785.55,0.00,-22.78
FUR-BO-10002008,"Bush Stackable Bookrack, Traditional",Furniture,Bookcases,3,5,328.00,-12.38,0.00,-3.77
FUR-BO-10002031,"Sauder Classic Bookcase, Pine",Furniture,Bookcases,6,20,7370.00,546.58,0.00,7.42
FUR-BO-10002032,"Ikea Stackable Bookrack, Pine",Furniture,Bookcases,4,15,1747.00,334.41,0.00,19.14
FUR-BO-10002042,"Bush Classic Bookcase, Metal",Furniture,Bookcases,1,2,220.00,-219.83,1.00,-99.92
FUR-BO-10002084,"Dania Library with Doors, Metal",Furniture,Bookcases,5,17,2943.00,-50.91,0.00,-1.73
FUR-BO-10002109,"Safco Stackable Bookrack, Pine",Furniture,Bookcases,3,13,909.00,-49.62,0.00,-5.46
FUR-BO-10002133,"Bush Corner Shelving, Mobile",Furniture,Bookcases,3,8,950.00,361.79,0.00,38.08
FUR-BO-10002142,"Ikea Classic Bookcase, Traditional",Furniture,Bookcases,2,5,933.00,-219.60,0.00,-23.54
FUR-BO-10002182,"Safco Floating Shelf Set, Pine",Furniture,Bookcases,7,24,4120.00,78.90,0.00,1.92
FUR-BO-10002202,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Furniture,Bookcases,2,3,400.00,-113.26,0.50,-28.32
FUR-BO-10002204,"Bush Classic Bookcase, Pine",Furniture,Bookcases,3,14,4637.00,1217.08,0.00,26.25
FUR-BO-10002204,"Bush Corner Shelving, Traditional",Furniture,Bookcases,3,20,2052.00,712.83,0.00,34.74
FUR-BO-10002204,"Dania Floating Shelf Set, Traditional",Furniture,Bookcases,2,4,654.00,274.25,0.00,41.93
FUR-BO-10002206,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",Furniture,Bookcases,1,1,120.00,-12.69,0.00,-10.58
FUR-BO-10002213,"DMI Eclipse Executive Suite Bookcases",Furniture,Bookcases,6,27,11048.00,90.17,0.00,0.82
FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish",Furniture,Bookcases,4,15,1874.00,-70.50,0.00,-3.76
FUR-BO-10002214,"Dania Floating Shelf Set, Traditional",Furniture,Bookcases,8,33,2710.00,-979.14,0.00,-36.13
FUR-BO-10002235,"Bush 3-Shelf Cabinet, Pine",Furniture,Bookcases,5,14,1195.00,331.71,0.00,27.76
FUR-BO-10002250,"Dania Floating Shelf Set, Mobile",Furniture,Bookcases,4,12,1376.00,659.76,0.00,47.95
FUR-BO-10002268,"Sauder Barrister Bookcases",Furniture,Bookcases,3,16,755.00,-294.77,0.33,-39.04
FUR-BO-10002277,"Bush Floating Shelf Set, Mobile",Furniture,Bookcases,4,16,2662.00,20.54,0.00,0.77
FUR-BO-10002285,"Safco Corner Shelving, Pine",Furniture,Bookcases,2,8,1048.00,34.61,0.00,3.30
FUR-BO-10002289,"Ikea Corner Shelving, Pine",Furniture,Bookcases,2,5,622.00,149.25,0.00,24.00
FUR-BO-10002300,"Dania Classic Bookcase, Traditional",Furniture,Bookcases,7,31,7613.00,3283.30,0.00,43.13
FUR-BO-10002300,"Safco 3-Shelf Cabinet, Mobile",Furniture,Bookcases,3,9,1457.00,145.44,0.00,9.98
FUR-BO-10002308,"Safco Floating Shelf Set, Metal",Furniture,Bookcases,6,24,4525.00,757.33,0.00,16.74
FUR-BO-10002309,"Dania 3-Shelf Cabinet, Traditional",Furniture,Bookcases,2,4,320.00,-30.18,0.00,-9.43
FUR-BO-10002318,"Dania Classic Bookcase, Mobile",Furniture,Bookcases,4,10,3844.00,454.40,0.00,11.82
FUR-BO-10002324,"Sauder Stackable Bookrack, Pine",Furniture,Bookcases,4,19,1771.00,523.49,0.00,29.56
FUR-BO-10002325,"Bush Classic Bookcase, Metal",Furniture,Bookcases,4,12,2527.00,-110.06,0.00,-4.36
FUR-BO-10002334,"Ikea 3-Shelf Cabinet, Pine",Furniture,Bookcases,2,5,403.00,-23.99,0.00,-5.95
FUR-BO-10002346,"Dania Stackable Bookrack, Mobile",Furniture,Bookcases,7,31,2123.00,339.41,0.00,15.99
FUR-BO-10002352,"Ikea 3-Shelf Cabinet, Mobile",Furniture,Bookcases,7,27,2300.00,420.83,0.00,18.30
FUR-BO-10002378,"Dania 3-Shelf Cabinet, Metal",Furniture,Bookcases,5,13,1090.00,-21.80,0.00,-2.00
FUR-BO-10002383,"Sauder Floating Shelf Set, Pine",Furniture,Bookcases,11,48,4779.00,579.74,0.00,12.13
FUR-BO-10002387,"Safco Library with Doors, Metal",Furniture,Bookcases,3,14,4987.00,190.74,0.00,3.82
FUR-BO-10002390,"Ikea Library with Doors, Metal",Furniture,Bookcases,7,17,5410.00,-203.48,0.00,-3.76
FUR-BO-10002423,"Safco Floating Shelf Set, Mobile",Furniture,Bookcases,4,7,1048.00,57.75,0.00,5.51
FUR-BO-10002444,"Sauder Library with Doors, Mobile",Furniture,Bookcases,3,11,4022.00,1146.83,0.00,28.51
FUR-BO-10002462,"Ikea Classic Bookcase, Pine",Furniture,Bookcases,4,12,4817.00,-41.45,0.00,-0.86
FUR-BO-10002471,"Safco 3-Shelf Cabinet, Metal",Furniture,Bookcases,5,15,1570.00,22.20,0.00,1.41
FUR-BO-10002510,"Bush 3-Shelf Cabinet, Mobile",Furniture,Bookcases,6,15,1876.00,-27.80,0.00,-1.48
FUR-BO-10002510,"Safco 3-Shelf Cabinet, Traditional",Furniture,Bookcases,6,23,3614.00,467.46,0.00,12.93
FUR-BO-10002529,"Safco Library with Doors, Metal",Furniture,Bookcases,1,7,2452.00,190.58,0.00,7.77
FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,8,35,7539.00,780.32,0.00,10.35
FUR-BO-10002574,"Bush Corner Shelving, Traditional",Furniture,Bookcases,1,4,132.00,-119.10,1.00,-90.23
FUR-BO-10002580,"Safco Classic Bookcase, Pine",Furniture,Bookcases,3,14,3516.00,-503.96,0.00,-14.33
FUR-BO-10002592,"Safco Stackable Bookrack, Traditional",Furniture,Bookcases,1,5,198.00,-183.08,1.00,-92.46
FUR-BO-10002598,"Hon Metal Bookcases, Putty",Furniture,Bookcases,5,19,1321.00,362.72,0.00,27.46
FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Furniture,Bookcases,6,27,5184.00,-126.43,0.17,-2.44
FUR-BO-10002632,"Sauder Corner Shelving, Pine",Furniture,Bookcases,7,31,4401.00,713.53,0.00,16.21
FUR-BO-10002679,"Ikea Stackable Bookrack, Mobile",Furniture,Bookcases,8,36,2886.00,843.72,0.00,29.23
FUR-BO-10002680,"Sauder 3-Shelf Cabinet, Traditional",Furniture,Bookcases,2,6,833.00,43.20,0.00,5.19
FUR-BO-10002682,"Safco Stackable Bookrack, Mobile",Furniture,Bookcases,2,7,998.00,80.26,0.00,8.04
FUR-BO-10002708,"Dania Library with Doors, Pine",Furniture,Bookcases,4,18,5056.00,-771.56,0.00,-15.26
FUR-BO-10002736,"Sauder Stackable Bookrack, Mobile",Furniture,Bookcases,5,25,3311.00,227.55,0.00,6.87
FUR-BO-10002738,"Sauder Corner Shelving, Mobile",Furniture,Bookcases,4,7,744.00,-274.33,0.00,-36.87
FUR-BO-10002740,"Ikea Classic Bookcase, Metal",Furniture,Bookcases,4,18,3947.00,641.37,0.00,16.25
FUR-BO-10002766,"Bush Classic Bookcase, Traditional",Furniture,Bookcases,7,28,6932.00,-462.34,0.00,-6.67
FUR-BO-10002781,"Sauder Floating Shelf Set, Traditional",Furniture,Bookcases,4,23,3444.00,624.03,0.00,18.12
FUR-BO-10002782,"Safco Corner Shelving, Traditional",Furniture,Bookcases,6,23,1814.00,552.59,0.00,30.46
FUR-BO-10002793,"Safco Floating Shelf Set, Traditional",Furniture,Bookcases,2,10,1810.00,826.31,0.00,45.65
FUR-BO-10002812,"Sauder 3-Shelf Cabinet, Pine",Furniture,Bookcases,6,23,3613.00,636.67,0.00,17.62
FUR-BO-10002819,"Ikea Stackable Bookrack, Traditional",Furniture,Bookcases,7,25,2866.00,689.42,0.00,24.06
FUR-BO-10002824,"Bush Mission Pointe Library",Furniture,Bookcases,3,6,749.00,24.15,0.00,3.22
FUR-BO-10002852,"Bush Stackable Bookrack, Pine",Furniture,Bookcases,1,2,252.00,12.60,0.00,5.00
FUR-BO-10002853,"O'Sullivan 5-Shelf Heavy-Duty Bookcases",Furniture,Bookcases,4,9,541.00,-12.29,0.00,-2.27
FUR-BO-10002866,"Safco Classic Bookcase, Pine",Furniture,Bookcases,1,6,1582.00,-870.30,0.00,-55.01
FUR-BO-10002889,"Dania Stackable Bookrack, Pine",Furniture,Bookcases,2,12,1340.00,536.15,0.00,40.01
FUR-BO-10002892,"Safco Classic Bookcase, Mobile",Furniture,Bookcases,5,24,8549.00,1991.25,0.00,23.29
FUR-BO-10002906,"Ikea Corner Shelving, Traditional",Furniture,Bookcases,3,11,755.00,-48.45,0.00,-6.42
FUR-BO-10002916,"Rush Hierlooms Collection 1" Thick Stackable Bookcases",Furniture,Bookcases,4,15,2488.00,410.36,0.00,16.49
FUR-BO-10002926,"Bush Stackable Bookrack, Mobile",Furniture,Bookcases,2,6,742.00,81.36,0.00,10.96
FUR-BO-10002936,"Ikea Stackable Bookrack, Pine",Furniture,Bookcases,5,12,1389.00,644.26,0.00,46.38
FUR-BO-10002964,"Dania Floating Shelf Set, Pine",Furniture,Bookcases,3,15,1930.00,-324.70,0.00,-16.82
FUR-BO-10002968,"Bush Library with Doors, Metal",Furniture,Bookcases,4,7,1456.00,29.08,0.00,2.00
FUR-BO-10002975,"Dania Stackable Bookrack, Traditional",Furniture,Bookcases,5,16,984.00,3.10,0.00,0.32
FUR-BO-10002981,"Bush Floating Shelf Set, Metal",Furniture,Bookcases,5,16,1411.00,154.73,0.00,10.97
FUR-BO-10002981,"Sauder Stackable Bookrack, Traditional",Furniture,Bookcases,3,11,976.00,-86.96,0.00,-8.91
FUR-BO-10002985,"Sauder Corner Shelving, Mobile",Furniture,Bookcases,3,17,1439.00,368.30,0.00,25.59
FUR-BO-10002990,"Dania Library with Doors, Traditional",Furniture,Bookcases,6,27,9198.00,3913.27,0.00,42.54
FUR-BO-10002992,"Dania Library with Doors, Traditional",Furniture,Bookcases,6,21,4348.00,-116.22,0.00,-2.67
FUR-BO-10003007,"Ikea Stackable Bookrack, Metal",Furniture,Bookcases,6,24,2806.00,551.15,0.00,19.64
FUR-BO-10003022,"Dania 3-Shelf Cabinet, Metal",Furniture,Bookcases,3,11,1550.00,542.19,0.00,34.98
FUR-BO-10003028,"Sauder 3-Shelf Cabinet, Mobile",Furniture,Bookcases,6,24,3385.00,987.84,0.00,29.18
FUR-BO-10003029,"Sauder Library with Doors, Traditional",Furniture,Bookcases,3,9,3345.00,100.66,0.00,3.01
FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,Bookcases,5,18,1912.00,-68.11,0.00,-3.56
FUR-BO-10003034,"Sauder Stackable Bookrack, Pine",Furniture,Bookcases,6,22,1915.00,47.21,0.00,2.47
FUR-BO-10003043,"Dania 3-Shelf Cabinet, Mobile",Furniture,Bookcases,3,7,634.00,68.99,0.00,10.88
FUR-BO-10003046,"Safco Library with Doors, Mobile",Furniture,Bookcases,6,18,6120.00,1176.88,0.00,19.23
FUR-BO-10003078,"Safco Corner Shelving, Traditional",Furniture,Bookcases,2,3,269.00,-8.98,0.00,-3.34
FUR-BO-10003086,"Safco Library with Doors, Traditional",Furniture,Bookcases,3,6,2175.00,444.32,0.00,20.43
FUR-BO-10003103,"Dania Floating Shelf Set, Pine",Furniture,Bookcases,3,7,592.00,-53.50,0.00,-9.04
FUR-BO-10003103,"Ikea Classic Bookcase, Metal",Furniture,Bookcases,9,33,11020.00,28.46,0.11,0.26
FUR-BO-10003106,"Sauder Corner Shelving, Metal",Furniture,Bookcases,7,34,2935.00,240.37,0.00,8.19
FUR-BO-10003112,"Sauder Floating Shelf Set, Traditional",Furniture,Bookcases,2,6,778.00,303.48,0.00,39.01
FUR-BO-10003126,"Dania Library with Doors, Traditional",Furniture,Bookcases,4,13,4348.00,155.52,0.00,3.58
FUR-BO-10003159,"Dania Stackable Bookrack, Pine",Furniture,Bookcases,5,24,1722.00,107.88,0.00,6.26
FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,Bookcases,7,19,1909.00,-78.20,0.00,-4.10
FUR-BO-10003174,"Dania Floating Shelf Set, Pine",Furniture,Bookcases,1,4,182.00,-186.64,1.00,-102.55
FUR-BO-10003181,"Safco Corner Shelving, Metal",Furniture,Bookcases,1,1,89.00,-59.57,0.00,-66.93
FUR-BO-10003185,"Ikea Floating Shelf Set, Metal",Furniture,Bookcases,3,8,1358.00,13.44,0.00,0.99
FUR-BO-10003199,"Bush Classic Bookcase, Mobile",Furniture,Bookcases,4,14,3044.00,642.12,0.00,21.09
FUR-BO-10003206,"Sauder Floating Shelf Set, Pine",Furniture,Bookcases,5,20,3645.00,117.50,0.00,3.22
FUR-BO-10003221,"Safco Corner Shelving, Mobile",Furniture,Bookcases,6,21,1824.00,14.82,0.00,0.81
FUR-BO-10003272,"O'Sullivan Living Dimensions 5-Shelf Bookcases",Furniture,Bookcases,6,21,3422.00,-755.76,0.00,-22.09
FUR-BO-10003282,"Ikea Classic Bookcase, Mobile",Furniture,Bookcases,3,20,8078.00,2443.67,0.00,30.25
FUR-BO-10003284,"Sauder Floating Shelf Set, Mobile",Furniture,Bookcases,4,12,1156.00,-57.84,0.00,-5.00
FUR-BO-10003287,"Dania Corner Shelving, Traditional",Furniture,Bookcases,3,15,1156.00,142.20,0.00,12.30
FUR-BO-10003291,"Dania Corner Shelving, Metal",Furniture,Bookcases,7,23,1329.00,24.18,0.00,1.82
FUR-BO-10003297,"Ikea 3-Shelf Cabinet, Metal",Furniture,Bookcases,8,28,2365.00,-151.64,0.00,-6.41
FUR-BO-10003301,"Dania Floating Shelf Set, Metal",Furniture,Bookcases,6,34,5503.00,909.47,0.00,16.53
FUR-BO-10003320,"Dania Classic Bookcase, Metal",Furniture,Bookcases,3,12,3008.00,678.12,0.00,22.54
FUR-BO-10003323,"Safco 3-Shelf Cabinet, Mobile",Furniture,Bookcases,5,25,2444.00,759.24,0.00,31.07
FUR-BO-10003326,"Safco Stackable Bookrack, Traditional",Furniture,Bookcases,5,12,1030.00,114.78,0.00,11.14
FUR-BO-10003333,"Sauder Stackable Bookrack, Traditional",Furniture,Bookcases,3,9,1317.00,197.37,0.00,14.99
FUR-BO-10003383,"Safco Floating Shelf Set, Mobile",Furniture,Bookcases,1,2,399.00,115.56,0.00,28.96
FUR-BO-10003384,"Ikea Corner Shelving, Traditional",Furniture,Bookcases,3,11,1243.00,254.56,0.00,20.48
FUR-BO-10003386,"Sauder 3-Shelf Cabinet, Mobile",Furniture,Bookcases,1,2,338.00,135.36,0.00,40.05
FUR-BO-10003404,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",Furniture,Bookcases,2,8,3448.00,206.87,0.00,6.00
FUR-BO-10003408,"Ikea 3-Shelf Cabinet, Metal",Furniture,Bookcases,5,19,2486.00,327.79,0.00,13.19
FUR-BO-10003433,"Sauder Cornerstone Collection Library",Furniture,Bookcases,3,14,322.00,-81.17,0.00,-25.21
FUR-BO-10003438,"Dania Corner Shelving, Pine",Furniture,Bookcases,11,52,3768.00,387.38,0.00,10.28
FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,Bookcases,6,18,1472.00,73.73,0.00,5.01
FUR-BO-10003450,"Bush Westfield Collection Bookcases, Dark Cherry Finish",Furniture,Bookcases,3,14,650.00,-97.40,0.33,-14.98
FUR-BO-10003463,"Ikea Stackable Bookrack, Metal",Furniture,Bookcases,6,28,1595.00,-569.75,0.17,-35.72
FUR-BO-10003499,"Ikea Library with Doors, Pine",Furniture,Bookcases,8,25,4330.00,-1386.25,0.00,-32.02
FUR-BO-10003530,"Safco 3-Shelf Cabinet, Pine",Furniture,Bookcases,3,8,863.00,45.34,0.00,5.25
FUR-BO-10003530,"Safco Classic Bookcase, Metal",Furniture,Bookcases,1,3,350.00,-385.15,1.00,-110.04
FUR-BO-10003541,"Bush Classic Bookcase, Metal",Furniture,Bookcases,7,20,7749.00,2307.43,0.00,29.78
FUR-BO-10003543,"Safco Floating Shelf Set, Mobile",Furniture,Bookcases,5,17,1967.00,791.68,0.00,40.25
FUR-BO-10003546,"Hon 4-Shelf Metal Bookcases",Furniture,Bookcases,4,22,1474.00,-191.85,0.25,-13.02
FUR-BO-10003549,"Sauder Floating Shelf Set, Metal",Furniture,Bookcases,6,33,6137.00,694.46,0.00,11.32
FUR-BO-10003554,"Dania 3-Shelf Cabinet, Mobile",Furniture,Bookcases,5,23,3081.00,0.80,0.00,0.03
FUR-BO-10003559,"Sauder Stackable Bookrack, Pine",Furniture,Bookcases,7,18,2271.00,602.98,0.14,26.55
FUR-BO-10003563,"Bush 3-Shelf Cabinet, Mobile",Furniture,Bookcases,7,22,1984.00,250.50,0.00,12.63
FUR-BO-10003589,"Dania Floating Shelf Set, Traditional",Furniture,Bookcases,1,1,102.00,6.75,0.00,6.62
FUR-BO-10003604,"Ikea Corner Shelving, Mobile",Furniture,Bookcases,2,10,1256.00,163.20,0.00,12.99
FUR-BO-10003631,"Safco Stackable Bookrack, Mobile",Furniture,Bookcases,7,19,1549.00,152.89,0.00,9.87
FUR-BO-10003647,"Ikea Classic Bookcase, Pine",Furniture,Bookcases,1,2,826.00,16.50,0.00,2.00
FUR-BO-10003660,"Bush Cubix Collection Bookcases, Fully Assembled",Furniture,Bookcases,3,4,729.00,48.62,0.33,6.67
FUR-BO-10003661,"Sauder Floating Shelf Set, Traditional",Furniture,Bookcases,1,7,1362.00,340.41,0.00,24.99
FUR-BO-10003668,"Sauder Floating Shelf Set, Pine",Furniture,Bookcases,1,2,157.00,-195.94,1.00,-124.80
FUR-BO-10003688,"Bush Stackable Bookrack, Pine",Furniture,Bookcases,8,19,1192.00,267.03,0.00,22.40
FUR-BO-10003697,"Safco Floating Shelf Set, Mobile",Furniture,Bookcases,5,21,3985.00,302.85,0.00,7.60
FUR-BO-10003706,"Sauder Stackable Bookrack, Pine",Furniture,Bookcases,7,23,3080.00,1307.84,0.00,42.46
FUR-BO-10003713,"Sauder Corner Shelving, Mobile",Furniture,Bookcases,2,8,959.00,-203.95,0.00,-21.27
FUR-BO-10003734,"Dania Classic Bookcase, Metal",Furniture,Bookcases,4,18,6768.00,1821.15,0.00,26.91
FUR-BO-10003738,"Dania Library with Doors, Mobile",Furniture,Bookcases,5,12,4197.00,824.46,0.00,19.64
FUR-BO-10003768,"Sauder 3-Shelf Cabinet, Traditional",Furniture,Bookcases,4,23,1556.00,-182.67,0.25,-11.74
FUR-BO-10003779,"Ikea Library with Doors, Traditional",Furniture,Bookcases,4,11,3852.00,1613.21,0.00,41.88
FUR-BO-10003783,"Dania Library with Doors, Pine",Furniture,Bookcases,5,20,6492.00,527.14,0.00,8.12
FUR-BO-10003793,"Bush 3-Shelf Cabinet, Metal",Furniture,Bookcases,5,21,2619.00,939.29,0.00,35.86
FUR-BO-10003828,"Bush 3-Shelf Cabinet, Metal",Furniture,Bookcases,6,16,2114.00,491.00,0.00,23.23
FUR-BO-10003873,"Safco Library with Doors, Mobile",Furniture,Bookcases,4,15,3558.00,1281.45,0.00,36.02
FUR-BO-10003878,"Safco Corner Shelving, Mobile",Furniture,Bookcases,4,10,1368.00,516.72,0.00,37.77
FUR-BO-10003880,"Dania Corner Shelving, Pine",Furniture,Bookcases,1,7,230.00,-224.76,1.00,-97.72
FUR-BO-10003881,"Sauder Floating Shelf Set, Mobile",Furniture,Bookcases,7,20,3784.00,1300.32,0.00,34.36
FUR-BO-10003887,"Ikea Floating Shelf Set, Traditional",Furniture,Bookcases,8,30,4199.00,-707.02,0.00,-16.84
FUR-BO-10003893,"Sauder Camden County Collection Library",Furniture,Bookcases,2,16,1368.00,-103.49,0.00,-7.57
FUR-BO-10003894,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Furniture,Bookcases,3,14,803.00,106.47,0.00,13.26
FUR-BO-10003903,"Dania 3-Shelf Cabinet, Pine",Furniture,Bookcases,5,16,2042.00,-37.32,0.00,-1.83
FUR-BO-10003904,"Ikea Corner Shelving, Traditional",Furniture,Bookcases,4,10,862.00,98.22,0.25,11.39
FUR-BO-10003905,"Ikea Stackable Bookrack, Mobile",Furniture,Bookcases,7,30,3252.00,1300.50,0.14,39.99
FUR-BO-10003913,"Safco Stackable Bookrack, Pine",Furniture,Bookcases,5,20,2721.00,14.97,0.00,0.55
FUR-BO-10003945,"Sauder 3-Shelf Cabinet, Metal",Furniture,Bookcases,8,26,3790.00,1413.77,0.00,37.30
FUR-BO-10003965,"O'Sullivan Manor Hill 2-Door Library in Brianna Oak",Furniture,Bookcases,4,12,1647.00,-285.95,0.00,-17.36
FUR-BO-10003966,"Sauder Facets Collection Library, Sky Alder Finish",Furniture,Bookcases,4,10,1428.00,-8.55,0.00,-0.60
FUR-BO-10003968,"Sauder Library with Doors, Mobile",Furniture,Bookcases,2,5,1833.00,175.46,0.00,9.57
FUR-BO-10003985,"Sauder Classic Bookcase, Traditional",Furniture,Bookcases,1,4,1046.00,-52.34,0.00,-5.00
FUR-BO-10003991,"Bush Classic Bookcase, Traditional",Furniture,Bookcases,5,18,7015.00,2632.38,0.00,37.53
FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Furniture,Bookcases,9,34,3318.00,135.59,0.00,4.09
FUR-BO-10004032,"Bush Corner Shelving, Pine",Furniture,Bookcases,1,4,134.00,-80.22,1.00,-59.87
FUR-BO-10004043,"Dania Classic Bookcase, Metal",Furniture,Bookcases,3,15,6154.00,122.85,0.00,2.00
FUR-BO-10004053,"Dania Library with Doors, Metal",Furniture,Bookcases,7,18,5574.00,1338.50,0.00,24.01
FUR-BO-10004055,"Safco Corner Shelving, Metal",Furniture,Bookcases,5,19,2010.00,-111.69,0.00,-5.56
FUR-BO-10004075,"Safco Floating Shelf Set, Metal",Furniture,Bookcases,5,20,1882.00,-706.48,0.00,-37.54
FUR-BO-10004080,"Ikea Stackable Bookrack, Traditional",Furniture,Bookcases,4,20,1839.00,293.70,0.00,15.97
FUR-BO-10004082,"Sauder Classic Bookcase, Metal",Furniture,Bookcases,3,9,2381.00,838.94,0.00,35.23
FUR-BO-10004098,"Ikea Stackable Bookrack, Pine",Furniture,Bookcases,1,6,397.00,-84.38,0.00,-21.25
FUR-BO-10004103,"Dania Library with Doors, Pine",Furniture,Bookcases,1,3,291.00,-72.78,1.00,-25.01
FUR-BO-10004113,"Sauder Classic Bookcase, Pine",Furniture,Bookcases,9,27,7173.00,2999.79,0.00,41.82
FUR-BO-10004119,"Ikea Floating Shelf Set, Traditional",Furniture,Bookcases,9,37,5400.00,-525.40,0.11,-9.73
FUR-BO-10004129,"Sauder Classic Bookcase, Pine",Furniture,Bookcases,2,10,3499.00,-131.28,0.00,-3.75
FUR-BO-10004135,"Ikea Stackable Bookrack, Traditional",Furniture,Bookcases,2,6,490.00,39.12,0.00,7.98
FUR-BO-10004142,"Safco Classic Bookcase, Traditional",Furniture,Bookcases,7,25,6425.00,2117.70,0.00,32.96
FUR-BO-10004161,"Bush Corner Shelving, Mobile",Furniture,Bookcases,6,20,2148.00,-332.93,0.00,-15.50
FUR-BO-10004162,"Ikea Floating Shelf Set, Pine",Furniture,Bookcases,7,28,2771.00,878.82,0.00,31.71
FUR-BO-10004191,"Safco Corner Shelving, Traditional",Furniture,Bookcases,4,11,1525.00,176.11,0.00,11.55
FUR-BO-10004199,"Ikea 3-Shelf Cabinet, Pine",Furniture,Bookcases,4,17,2084.00,-286.55,0.00,-13.75
FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Furniture,Bookcases,8,34,3625.00,-208.64,0.00,-5.76
FUR-BO-10004219,"Safco 3-Shelf Cabinet, Metal",Furniture,Bookcases,3,17,2642.00,782.34,0.00,29.61
FUR-BO-10004230,"Bush Corner Shelving, Metal",Furniture,Bookcases,5,14,1628.00,609.78,0.00,37.46
FUR-BO-10004238,"Ikea Corner Shelving, Pine",Furniture,Bookcases,1,2,66.00,-19.93,1.00,-30.20
FUR-BO-10004254,"Ikea Classic Bookcase, Traditional",Furniture,Bookcases,6,18,6094.00,1498.51,0.00,24.59
FUR-BO-10004312,"Bush Floating Shelf Set, Traditional",Furniture,Bookcases,1,2,319.00,68.48,0.00,21.47
FUR-BO-10004316,"Bush 3-Shelf Cabinet, Pine",Furniture,Bookcases,2,4,549.00,17.26,0.00,3.14
FUR-BO-10004327,"Bush 3-Shelf Cabinet, Mobile",Furniture,Bookcases,4,10,1124.00,-116.85,0.00,-10.40
FUR-BO-10004340,"Safco Classic Bookcase, Mobile",Furniture,Bookcases,8,28,6521.00,-1292.89,0.00,-19.83
FUR-BO-10004357,"O'Sullivan Living Dimensions 3-Shelf Bookcases",Furniture,Bookcases,4,17,2903.00,-170.84,0.00,-5.88
FUR-BO-10004360,"Rush Hierlooms Collection Rich Wood Bookcases",Furniture,Bookcases,2,4,489.00,-70.83,0.00,-14.48
FUR-BO-10004371,"Dania Classic Bookcase, Pine",Furniture,Bookcases,1,5,549.00,-316.02,1.00,-57.56
